48.846413, 2.354847
16.750000, -87.058333, Natural
-14.266670, -60.866670, Natural
-18.853837, 22.900000, Natural
-25.683330, -54.433330, Natural
-16.500000, -39.250000, Natural
-24.166670, -48.000000, Natural
-2.333333, -62.008333, Natural
-17.716670, -57.383330, Natural
-3.857944, -32.425111, Natural
-14.005694, -47.684611, Natural
44.114440, 27.078060, Natural
40.883729, 23.000975, Natural
3.000000, 13.000000, Natural
61.547222, -125.589444, Natural
50.767778, -111.492222, Natural
59.358333, -112.293333, Natural
51.424722, -116.479722, Natural
49.612500, -57.531389, Natural
48.105000, -66.353056, Natural
44.850729, -64.006337, Natural
46.635000, -53.211111, Natural
9.000000, 21.500000, Natural
19.055000, 20.076059, Natural
33.083330, 103.916670, Natural
32.754170, 103.822220, Natural
29.333330, 110.500000, Natural
27.895000, 98.406389, Natural
29.974340, 103.000000, Natural
24.064340, 109.924948, Natural
28.056840, 118.064444, Natural
27.992448, 106.042500, Natural
23.809895, 102.118229, Natural
41.109340, 79.924670, Natural
31.040225, 109.814392, Natural
7.666667, -77.000000, Natural
3.107673, -81.187170, Natural
5.533333, -87.066667, Natural
10.850000, -85.616667, Natural
5.750000, -7.666670, Natural
9.000000, -4.000000, Natural
44.877780, 15.614440, Natural
20.450000, -75.000000, Natural
19.883330, -77.633330, Natural
0.916667, 29.166667, Natural
4.000000, 29.250000, Natural
-2.500000, 28.750000, Natural
-2.000000, 21.000000, Natural
2.000000, 28.500000, Natural
69.133333, -49.500000, Natural
54.837725, 11.993837, Natural
15.266667, -61.283333, Natural
-0.816670, -91.000000, Natural
-1.833330, -78.333330, Natural
29.333330, 30.183330, Natural
13.183333, 38.066667, Natural
42.325194, 8.628833, Natural
-19.982448, 164.136892, Natural
-21.099444, 55.480000, Natural
49.916670, 8.753890, Natural
15.744444, -84.675000, Natural
62.873559, -20.172725, Natural
30.716670, 79.666670, Natural
26.666667, 93.416667, Natural
26.725000, 91.030556, Natural
27.158889, 77.508611, Natural
21.945000, 88.895833, Natural
8.100225, 76.820225, Natural
30.974340, 77.153837, Natural
-6.750000, 105.333333, Natural
-8.543330, 119.489440, Natural
-4.750000, 137.833330, Natural
-2.500000, 101.500000, Natural
29.786614, 57.979895, Natural
38.487861, 14.945583, Natural
46.183559, 12.163056, Natural
36.897118, 14.137673, Natural
30.333333, 130.533333, Natural
40.470000, 140.130000, Natural
43.949440, 144.965830, Natural
26.859340, 142.099722, Natural
50.003837, 69.188889, Natural
-0.155000, 36.886059, Natural
3.051306, 36.503667, Natural
-0.442500, 36.240000, Natural
-2.790729, -172.857500, Natural
-18.666670, 44.750000, Natural
-14.030225, 49.702500, Natural
-14.033330, 34.883330, Natural
6.250000, 116.500000, Natural
4.133330, 114.916670, Natural
20.234720, -16.108890, Natural
19.383330, -87.791670, Natural
27.792220, -114.227780, Natural
27.626670, -112.545830, Natural
19.176892, -99.812170, Natural
32.000000, -113.057673, Natural
17.929062, -110.116284, Natural
43.133000, 19.016600, Natural
-24.026284, 14.978281, Natural
27.965280, 86.913060, Natural
27.500000, 84.333330, Natural
-45.036028, 167.319611, Natural
-50.750000, 166.104444, Natural
18.000000, 9.000000, Natural
12.350000, 2.350000, Natural
62.116670, 7.166670, Natural
7.736111, -77.547222, Natural
7.433000, -81.766000, Natural
-9.333330, -77.400000, Natural
-12.250000, -71.750000, Natural
10.166667, 118.916667, Natural
8.094340, 119.867500, Natural
5.858176, 126.173431, Natural
32.766667, -17.000000, Natural
33.039392, 125.861284, Natural
45.083330, 29.500000, Natural
63.196337, 58.952500, Natural
53.173611, 107.662500, Natural
56.333333, 158.500000, Natural
45.333333, 136.166667, Natural
50.466667, 86.000000, Natural
44.000000, 40.000000, Natural
71.188889, -179.715278, Natural
69.046944, 94.158056, Natural
59.807673, 127.000000, Natural
13.807083, -61.070361, Natural
16.500000, -16.166670, Natural
13.066670, -12.716670, Natural
-9.416667, 46.416667, Natural
-4.329170, 55.737500, Natural
45.666670, 14.000000, Natural
-11.683330, 160.333330, Natural
-27.838890, 32.550000, Natural
-33.931614, 18.475000, Natural
-26.860000, 27.260000, Natural
28.126250, -17.237222, Natural
36.947700, -6.358861, Natural
27.841892, -16.214114, Natural
6.416667, 80.500000, Natural
7.452450, 80.802100, Natural
18.877118, 37.013559, Natural
4.000000, -56.500000, Natural
46.500000, 8.033333, Natural
46.057673, 9.250000, Natural
38.765000, 71.875781, Natural
14.330000, 102.050000, Natural
15.333330, 98.916670, Natural
37.163610, 9.674720, Natural
-1.080556, 29.661389, Natural
0.223611, 29.924167, Natural
55.250000, -6.485278, Natural
-23.937170, -128.333333, Natural
-40.324722, -9.928611, Natural
50.705556, -2.989889, Natural
-2.333330, 34.566670, Natural
-9.000000, 37.400000, Natural
-3.066670, 37.366670, Natural
44.460560, -110.827780, Natural
36.100833, -112.090556, Natural
25.554444, -80.996389, Natural
41.373889, -123.998056, Natural
37.187222, -86.103056, Natural
47.748333, -123.448889, Natural
35.593056, -83.435556, Natural
37.746111, -119.596667, Natural
19.400833, -155.123611, Natural
32.166667, -104.383333, Natural
5.333330, -61.500000, Natural
20.900000, 107.100000, Natural
17.107725, 106.151250, Natural
12.500000, 52.974340, Natural
-15.819444, 29.408056, Natural
52.727500, 23.122118, Natural
2.179948, 16.124670, Natural
61.197583, -140.991972, Natural
48.996056, -113.904167, Natural
9.407083, -82.938806, Natural
7.603180, -8.390970, Natural
53.099114, 8.126614, Natural
63.300000, 21.300000, Natural
49.086111, 22.106614, Natural
48.475730, 20.486870, Natural
45.029895, 8.054895, Natural
42.859340, 67.819895, Natural
50.275000, 92.719722, Natural
-17.924530, 25.855390, Natural
48.846413, 2.354847
